roc_auc,f1,f2,precision,recall,predictions,probabilities
0.9779179073976763,0.4,0.5263157894736842,0.2857142857142857,0.6666666666666666,[0 0 0 ... 0 0 0],[0.00242978 0.00037874 0.00137713 ... 0.00138512 0.00260591 0.0017989 ]
