roc_auc,f1,f2,precision,recall,fraud_catch_rate,false_positive_rate,predictions,probabilities
0.9905178957202079,0.5238095238095238,0.6010928961748634,0.43137254901960786,0.6666666666666666,0.6666666666666666,0.011175337186897881,[0 0 0 ... 0 0 0],[0.00304432 0.00033914 0.00010076 ... 0.00072153 0.01114375 0.00038947]
