roc_auc,f1,f2,precision,recall,predictions,probabilities
0.9916039002744205,0.5631067961165048,0.7178217821782178,0.4142857142857143,0.8787878787878788,[0 0 0 ... 0 0 0],"[1.83983535e-03 7.83567463e-05 2.11901148e-04 ... 2.10226514e-03
 1.17411390e-02 3.13539802e-05]"
