roc_auc,f1,f2,precision,recall,fraud_catch_rate,false_positive_rate,predictions,probabilities
0.9874000116774684,0.5316455696202531,0.5898876404494382,0.45652173913043476,0.6363636363636364,0.6363636363636364,0.009633911368015413,[0 0 0 ... 0 0 0],[0.00207581 0.00019851 0.00067799 ... 0.00181541 0.00808705 0.00073837]
